id,question,multiSelect,optionA,optionB,optionC,optionD,optionE,optionF,correctAnswers,times,domain
3635,A company is building an application that needs to deliver images and videos globally with minimal latency. Which approach can the company use to accomplish this in a cost effective manner?,False,Deliver the content through Amazon CloudFront.,Store the content on Amazon S3 and enable S3 cross-region replication.,Implement a VPN across multiple AWS Regions.,Deliver the content through AWS PrivateLink.,,,A,7,Security and Compliance
3642,A company needs to store infrequently used data for data archives and long-term backups. Which AWS service or storage class will meet these requirements MOST cost-effectively?,False,Amazon FSx for Lustre,Amazon Elastic Block Store (Amazon EBS),Amazon Elastic File System (Amazon EFS),Amazon S3 Glacier Flexible Retrieval,,,D,4,Cloud Technology and Services
3648,A company wants to use Amazon EC2 instances for a stable production workload that will run for 1 year. Which instance purchasing option meets these requirements MOST cost-effectively?,False,Dedicated Hosts,Reserved Instances,On-Demand Instances,Spot Instances,,,B,5,Cloud Technology and Services
3654,A company wants to monitor and block malicious HTTP and HTTPS requests that its Amazon CloudFront distributions receive. Which AWS service should the company use to meet these requirements?,False,Amazon GuardDuty,Amazon Inspector,AWS WAF,Amazon Detective,,,C,4,Security and Compliance
3657,Which AWS service or feature requires an internet service provider (ISP) and a colocation facility to be implemented?,False,AWS VPN,Amazon Connect,AWS Direct Connect,Internet gateway,,,C,5,Security and Compliance
3659,Which AWS service allows for file sharing between multiple Amazon EC2 instances?,False,AWS Direct Connect,AWS Snowball Edge,AWS Backup,Amazon Elastic File System (Amazon EFS),,,D,4,Cloud Technology and Services
3661,"A company uses Amazon WorkSpaces. Which task is the responsibility of AWS, according to the AWS shared responsibility model?",False,Set up multi-factor authentication (MFA) for each WorkSpaces user account.,Ensure the environmental safety and security of the AWS infrastructure that hosts WorkSpaces.,Provide security for WorkSpaces user accounts through AWS Identity and Access Management (IAM).,Configure AWS CloudTrail to log API calls and user activity.,,,B,4,Security and Compliance
3662,A company is migrating its public website to AWS. The company wants to host the domain name for the website on AWS. Which AWS service should the company use to meet this requirement?,False,AWS Lambda,Amazon Route 53,Amazon CloudFront,AWS Direct Connect,,,B,4,Cloud Technology and Services
3665,"Which AWS service gives users on-demand, self-service access to AWS compliance control reports?",False,AWS Config,Amazon GuardDuty,AWS Trusted Advisor,AWS Artifact,,,D,5,Security and Compliance
3671,Which AWS service provides machine learning capability to detect and analyze content in images and videos?,False,Amazon Connect,Amazon Lightsail,Amazon Personalize,Amazon Rekognition,,,D,4,Cloud Technology and Services
3672,"A company wants its AWS usage to be more sustainable. The company wants to track, measure, review, and forecast polluting emissions that result from its AWS applications. Which AWS service or tool can the company use to meet these requirements?",False,AWS Health Dashboard,AWS customer carbon footprint tool,AWS Support Center,Amazon QuickSight,,,B,4,Cloud Technology and Services
3691,Which AWS Cloud design principle is a company using when the company implements AWS CloudTrail?,False,Activate traceability.,Use serverless compute architectures.,Perform operations as code.,Go global in minutes.,,,A,4,Security and Compliance
3712,What is the MOST secure way to store passwords on AWS?,False,Store passwords in an Amazon S3 bucket.,Store passwords as AWS CloudFormation parameters.,Store passwords in AWS Storage Gateway.,Store passwords in AWS Secrets Manager.,,,D,4,Security and Compliance
3719,Which AWS solution gives companies the ability to use protocols such as NFS to store and retrieve objects in Amazon S3?,False,Amazon FSx for Lustre,AWS Storage Gateway volume gateway,AWS Storage Gateway file gateway,Amazon Elastic File System (Amazon EFS),,,C,4,Cloud Technology and Services
3721,"Which task is the customer's responsibility, according to the AWS shared responsibility model?",False,Patch a guest operating system that is deployed on an Amazon EC2 instance.,Control physical access to an AWS data center.,Control access to AWS underlying hardware.,Patch a host operating system that is deployed on Amazon S3.,,,A,4,Security and Compliance
3725,Which guidelines are best practices for using AWS Identity and Access Management (IAM)? (Choose two.),True,Share access keys.,Create individual IAM users.,Use inline policies instead of customer managed policies.,Grant maximum privileges to IAM users.,Use groups to assign permissions to IAM users.,,"B,E",4,Security and Compliance
3728,An ecommerce company wants to distribute traffic between the Amazon EC2 instances that host its website. Which AWS service or resource will meet these requirements?,False,Application Load Balancer,AWS WAF,AWS CloudHSM,AWS Direct Connect,,,A,4,Security and Compliance
3730,"According to the AWS shared responsibility model, which of the following are AWS responsibilities? (Choose two.)",True,Network infrastructure and virtualization of infrastructure,Security of application data,Guest operating systems,Physical security of hardware,Credentials and policies,,"A,D",4,Security and Compliance
3752,A company runs Amazon EC2 instances in a research lab. The instances run for 3 hours each week and cannot be interrupted. What is the MOST cost-effective instance purchasing option to meet these requirements?,False,Compute Savings Plan,On-Demand Instances,Convertible Reserved Instances,Spot Instances,,,B,4,Cloud Technology and Services
3770,A company is using AWS Identity and Access Management (IAM). Who can manage the access keys of the AWS account root user?,False,IAM users in the same account that have been granted permission,IAM roles in any account that have been granted permission,IAM users and roles that have been granted permission,The AWS account owner,,,D,4,Security and Compliance
3771,Which group shares responsibility with AWS for security and compliance of AWS accounts and resources?,False,Third-party vendors,Customers,Reseller partners,Internet providers,,,B,4,Security and Compliance
3776,A company wants to update its online data processing application by implementing container-based services that run for 4 hours at a time. The company does not want to provision or manage server instances. Which AWS service will meet these requirements?,False,AWS Lambda,AWS Fargate,Amazon EC2,AWS Elastic Beanstalk,,,B,4,Cloud Technology and Services
3777,Which AWS service enables users to create copies of resources across AWS Regions?,False,Amazon ElastiCache,AWS CloudFormation,AWS CloudTrail,AWS Systems Manager,,,B,5,Security and Compliance
3778,"Which task is the responsibility of AWS, according to the AWS shared responsibility model?",False,Apply guest operating system patches to Amazon EC2 instances.,Provide monitoring of human resources information management (HRIM) systems.,Perform automated backups of Amazon RDS instances.,Optimize the costs of running AWS services.,,,C,5,Security and Compliance
3779,A user needs to perform a one-time backup of an Amazon Elastic Block Store (Amazon EBS) volume that is attached to an Amazon EC2 instance. What is the MOST operationally efficient way to perform this backup?,False,"Attach another EBS volume to the EC2 instance, and copy the contents.",Copy the EBS volume to a server that is running outside AWS and is connected with AWS Direct Connect.,Create an EBS snapshot of the volume.,Create a custom script to copy the EBS file contents to Amazon S3.,,,C,4,Cloud Technology and Services
3780,A developer who has no AWS Cloud experience wants to use AWS technology to build a web application. Which AWS service should the developer use to start building the application?,False,Amazon SageMaker,AWS Lambda,Amazon Lightsail,Amazon Elastic Container Service (Amazon ECS),,,C,4,Cloud Technology and Services
3781,A company wants to manage access and permissions for its third-party software as a service (SaaS) applications. The company wants to use a portal where end users can access assigned AWS accounts and AWS Cloud applications. Which AWS service should the company use to meet these requirements?,False,Amazon Cognito,AWS IAM Identity Center (AWS Single Sign-On),AWS Identity and Access Management (IAM),AWS Directory Service for Microsoft Active Directory,,,B,4,Security and Compliance
